date,time,persons,messages,lab_minutes,week
2019-10-10,20:06:00,x6, <Multimedia omitido>,828,41
2019-10-10,20:06:00,x6, 10,828,41
2019-10-10,20:06:00,x6, 9,828,41
2019-10-10,20:06:00,x6, 8,828,41
2019-10-10,20:06:00,x6, 7,828,41
2019-10-10,20:06:00,x6, 6,828,41
2019-10-10,20:06:00,x6, 5,828,41
2019-10-10,20:06:00,x6, 4,828,41
2019-10-10,20:06:00,x8, 1,828,41
2019-10-10,20:07:00,x6, 3,829,41
2019-10-10,20:07:00,x4, Kha!?,829,41
2019-10-10,20:07:00,x6, 2,829,41
2019-10-10,20:07:00,x4, 2,829,41
2019-10-10,20:07:00,x6, 1,829,41
2019-10-10,20:07:00,x4, 4,829,41
2019-10-10,20:07:00,x6, 0,829,41
2019-10-10,20:07:00,x4, Jajajaja,829,41
2019-10-10,20:07:00,x8, <Multimedia omitido>,829,41
2019-10-10,20:07:00,x1, 5,829,41
2019-10-10,20:07:00,x4, <Multimedia omitido>,829,41
2019-10-10,20:07:00,x6, Jajajajja gané 6 cervezas,829,41
2019-10-10,20:07:00,x4, Nel se acabo el tiempo,829,41
2019-10-10,20:07:00,x1, <Multimedia omitido>,829,41
2019-10-10,20:08:00,x4, <Multimedia omitido>,830,41
2019-10-10,20:08:00,x8, Ne memes,830,41
2019-10-10,20:08:00,x8, Jajajajaja,830,41
2019-10-10,20:08:00,x6, Están muy rudas las fritas!!,830,41
2019-10-10,20:08:00,x8, Obvio,830,41
2019-10-10,20:09:00,x8, 💁🏻,831,41
2019-10-10,20:09:00,x4, <Multimedia omitido>,831,41
2019-10-10,20:09:00,x6, Se les ha entrenado bien,831,41
2019-10-10,20:09:00,x8, Jajajajaja,831,41
2019-10-10,20:09:00,x8, <Multimedia omitido>,831,41
2019-10-10,20:09:00,x4, <Multimedia omitido>,831,41
2019-10-10,20:11:00,x1, <Multimedia omitido>,833,41
2019-10-10,20:11:00,x9, <Multimedia omitido>,833,41
2019-10-10,20:19:00,x10, <Multimedia omitido>,841,41
2019-10-10,21:03:00,x5, <Multimedia omitido>,885,41
2019-10-11,09:30:00,x5, Ya chilló,192,41
2019-10-11,09:30:00,x5, <Multimedia omitido>,192,41
2019-10-11,09:34:00,x8, kermosos,196,41
2019-10-11,09:35:00,x11, <Multimedia omitido>,197,41
2019-10-11,09:36:00,x4, y yo esperando a @5215549271613 pa' desayunar,198,41
2019-10-11,09:36:00,x11, Llego como en 10 o menos 👍,198,41
2019-10-11,09:36:00,x4, <Multimedia omitido>,198,41
2019-10-11,09:37:00,x8, jajajaj,199,41
2019-10-11,09:54:00,x1, <Multimedia omitido>,216,41
2019-10-11,12:02:00,x8, <Multimedia omitido>,344,41
2019-10-11,12:02:00,x8, La catrina muerta jajaja,344,41
2019-10-11,12:03:00,x2, El mujeriego rabioso 🤣🤣🤣,345,41
2019-10-11,12:04:00,x10, El reptiliano nalgón 😂😂,346,41
2019-10-11,12:05:00,x4, jajajaja,347,41
2019-10-11,12:05:00,x4, la mujeriega lujuriosa 🙄,347,41
2019-10-11,12:07:00,x8, jajajajajajaj no puedo,349,41
2019-10-11,12:07:00,x8, jajaja,349,41
2019-10-11,12:07:00,x8, no mms ¿te saben algo amiga o qué pedo?,349,41
2019-10-11,12:08:00,x2," No la ventiles 🤫,  solo le hablan al tanteo",350,41
2019-10-11,12:08:00,x8, jajajajaja,350,41
2019-10-11,12:09:00,x4, chiiiiiiaaaa,351,41
2019-10-11,12:26:00,x6, Ya van dos no?,368,41
2019-10-11,12:28:00,x8, jajajaja por eso lo dije,370,41
2019-10-11,12:28:00,x8, jajaja,370,41
2019-10-11,12:30:00,x9, La reptiliana rebelde 😎,372,41
2019-10-11,12:32:00,x2, @5215513961458 ya oficialmente eres papa casada? 👀,374,41
2019-10-11,12:32:00,x2, Jejejeje,374,41
2019-10-11,12:33:00,x8, JAJA,375,41
2019-10-11,12:36:00,x9, Si amigos ya,378,41
2019-10-11,12:36:00,x8, kermoso,378,41
2019-10-11,12:36:00,x8, <Multimedia omitido>,378,41
2019-10-11,12:36:00,x11, Felicidades! 💜,378,41
2019-10-11,12:37:00,x4, awww Felicidades ,379,41
2019-10-11,12:37:00,x2, Muchas felicidades!! 👻,379,41
2019-10-11,12:40:00,x1, Muchas felicidades @5215513961458  🙌🏼🙌🏼🙌🏼,382,41
2019-10-11,12:40:00,x1, Creo,382,41
2019-10-11,12:49:00,x8, jajajaja,391,41
2019-10-11,13:29:00,x9, Jeje gracias,431,41
2019-10-11,13:29:00,x9, Jajajajaja,431,41
2019-10-11,13:29:00,x9, Michas gracias amigos,431,41
2019-10-11,13:29:00,x9, Muchas,431,41
2019-10-11,13:29:00,x9, <Multimedia omitido>,431,41
2019-10-14,13:40:00,x8, ¿a qué hora comeremos?,442,42
2019-10-14,13:41:00,x5, 🥺,443,42
2019-10-14,13:41:00,x4, pos nada más que lleguen los niños,443,42
2019-10-14,13:42:00,x4, analytics,444,42
2019-10-14,13:43:00,x11, Va,445,42
2019-10-14,13:44:00,x6, Ya de una,446,42
2019-10-14,13:44:00,x6, Q nos alcancen en el 10,446,42
2019-10-14,13:44:00,x6, Ya no deben tardar,446,42
2019-10-14,13:44:00,x5, vavavavavvavava,446,42
2019-10-14,13:44:00,x4, JALOOOOOOOO,446,42
2019-10-14,13:45:00,x8, jalisco,447,42
2019-10-14,17:41:00,x7, Nos das ride,683,42
2019-10-14,17:41:00,x7, Ale,683,42
2019-10-14,17:41:00,x7, ?,683,42
2019-10-14,17:41:00,x7, 🥺,683,42
2019-10-14,17:41:00,x8, Nel perros,683,42
2019-10-14,17:41:00,x8, No caben,683,42
2019-10-14,17:41:00,x7, Uno,683,42
2019-10-14,17:45:00,x5, <Multimedia omitido>,687,42
2019-10-14,17:45:00,x4, <Multimedia omitido>,687,42
2019-10-14,17:45:00,x8, Jajajaj,687,42
2019-10-14,17:46:00,x8, A ustedes sí bbs @5215522630940  y @5215569301075,688,42
2019-10-14,17:46:00,x4, <Multimedia omitido>,688,42
2019-10-14,17:47:00,x5, <Multimedia omitido>,689,42
2019-10-14,17:47:00,x8, <Multimedia omitido>,689,42
2019-10-14,18:06:00,x6, Tendré q hablar con @Mari,708,42
2019-10-14,20:06:00,x11, Entonces mañana sí se va a hacer lo de la pizza? Para saber si cocino o no,828,42
2019-10-14,20:06:00,x11, 🤔🤔🤔,828,42
2019-10-14,20:07:00,x2, Digan,829,42
2019-10-14,20:07:00,x2, Por mi si,829,42
2019-10-14,20:07:00,x6, 😢,829,42
2019-10-14,20:07:00,x5, Igual jalo,829,42
2019-10-14,20:07:00,x6, Excluyendo a analytics,829,42
2019-10-14,20:07:00,x5, <Multimedia omitido>,829,42
2019-10-14,20:09:00,x8, Qué pizza?,831,42
2019-10-14,20:09:00,x8, No vas a AC?,831,42
2019-10-14,20:10:00,x6, La pizza de la q nos excluyen es en AC,832,42
2019-10-14,20:11:00,x8, Ah con razón,833,42
2019-10-14,20:11:00,x9, Es en AC entonces también nos excluyeron a nosotros,833,42
2019-10-14,20:11:00,x9, 🤔🤔🤔🤔,833,42
2019-10-14,20:12:00,x4, X2,834,42
2019-10-14,20:13:00,x5, X2 solo haré mi desayuno entonces,835,42
2019-10-14,20:14:00,x11," Pero tú y baby estarán en AC, están incluidos",836,42
2019-10-14,20:14:00,x11, Ok 👍,836,42
2019-10-14,20:15:00,x9, Va va va jalo,837,42
2019-10-14,20:16:00,x10, Entonces si se va armar?,838,42
2019-10-14,20:16:00,x11, Siiii,838,42
2019-10-15,07:09:00,x6, <Multimedia omitido>,51,42
2019-10-15,07:09:00,x8, Esperando este mensaje,51,42
2019-10-15,07:09:00,x8, Esperando este mensaje,51,42
2019-10-15,07:09:00,x8, Esperando este mensaje,51,42
2019-10-15,07:10:00,x4, <Multimedia omitido>,52,42
2019-10-15,07:15:00,x6, <Multimedia omitido>,57,42
2019-10-15,07:15:00,x8, Esperando este mensaje,57,42
2019-10-15,07:19:00,x5, <Multimedia omitido>,61,42
2019-10-15,07:36:00,x10, <Multimedia omitido>,78,42
2019-10-15,12:16:00,x7, <Multimedia omitido>,358,42
2019-10-15,12:16:00,x7, @5215548788768,358,42
2019-10-15,12:29:00,x2, Estoy salvado 👀,371,42
2019-10-15,12:34:00,x9, <Multimedia omitido>,376,42
2019-10-15,13:54:00,x7, Hoy de plano no se come?,456,42
2019-10-15,13:54:00,x7, <Multimedia omitido>,456,42
2019-10-15,14:01:00,x8, nel perro,463,42
2019-10-15,14:02:00,x7, <Multimedia omitido>,464,42
2019-10-15,14:03:00,x6, Jajaja ya hay q comer!!,465,42
2019-10-15,14:07:00,x7, <Multimedia omitido>,469,42
2019-10-15,14:08:00,x8, dennos 30 min,470,42
2019-10-15,14:12:00,x5, 🐷,474,42
2019-10-15,14:13:00,x4, <Multimedia omitido>,475,42
2019-10-15,14:19:00,x5, 🤔,481,42
2019-10-15,16:29:00,x4, <Multimedia omitido>,611,42
2019-10-15,16:29:00,x8, jajajajajaj,611,42
2019-10-15,16:29:00,x7, 😂😂😂😂😂😂😂,611,42
2019-10-15,16:29:00,x2, 😱😅🤣🤭,611,42
2019-10-15,16:29:00,x7, Literal a tooodos,611,42
2019-10-15,16:30:00,x5, jajajajajajajaja a TODOS,612,42
2019-10-15,16:30:00,x4, <Multimedia omitido>,612,42
2019-10-15,16:31:00,x7, <Multimedia omitido>,613,42
2019-10-15,16:31:00,x7, Ella sabe,613,42
2019-10-15,16:33:00,x8, ora,615,42
2019-10-15,16:34:00,x4, <Multimedia omitido>,616,42
2019-10-15,16:34:00,x8, Jajajajajajajaj,616,42
2019-10-15,16:36:00,x5, 😅,618,42
2019-10-15,17:08:00,x5, <Multimedia omitido>,650,42
2019-10-15,17:08:00,x8, Jajajajaja,650,42
2019-10-15,17:09:00,x2, <Multimedia omitido>,651,42
2019-10-15,17:11:00,x10, Qué te están haciendo jefe ?,653,42
2019-10-15,17:11:00,x4, <Multimedia omitido>,653,42
2019-10-15,17:11:00,x8, Jajajajaja no mames,653,42
2019-10-15,17:11:00,x8, No puedo,653,42
2019-10-15,17:11:00,x10, <Multimedia omitido>,653,42
2019-10-15,17:11:00,x8, Jajajajajajajaj,653,42
2019-10-15,17:12:00,x5, 😏,654,42
2019-10-15,17:13:00,x4, <Multimedia omitido>,655,42
2019-10-15,17:13:00,x11, ya se descontrolaron jona y el baby en AC,655,42
2019-10-15,17:13:00,x4, <Multimedia omitido>,655,42
2019-10-15,17:13:00,x10, <Multimedia omitido>,655,42
2019-10-15,17:13:00,x4, <Multimedia omitido>,655,42
2019-10-15,17:14:00,x11, Que se van a levantar el autoestima....,656,42
2019-10-15,17:14:00,x11, 🤔👀,656,42
2019-10-15,17:14:00,x7, <Multimedia omitido>,656,42
2019-10-15,17:14:00,x10, <Multimedia omitido>,656,42
2019-10-15,17:15:00,x5, <Multimedia omitido>,657,42
2019-10-15,17:17:00,x4, No mmen!,659,42
2019-10-15,17:18:00,x4, <Multimedia omitido>,660,42
2019-10-16,11:22:00,x8, <Multimedia omitido>,304,42
2019-10-16,11:32:00,x6, Jajajajjaa,314,42
2019-10-16,11:34:00,x5, jajaja si,316,42
2019-10-16,11:34:00,x5, <Multimedia omitido>,316,42
2019-10-16,11:45:00,x7, 😢,327,42
2019-10-16,11:48:00,x6, No es por amarrar navajas pero eso fue personal,330,42
2019-10-16,11:50:00,x8, jajajajaj,332,42
2019-10-16,11:53:00,x6, Todo se define en una reta de ping pong,335,42
2019-10-16,12:02:00,x5, jajajaja jamás amigo,344,42
2019-10-16,12:03:00,x10, <Multimedia omitido>,345,42
2019-10-16,12:03:00,x7, <Multimedia omitido>,345,42
2019-10-16,12:03:00,x10, <Multimedia omitido>,345,42
2019-10-16,12:07:00,x7, <Multimedia omitido>,349,42
2019-10-16,12:07:00,x10, <Multimedia omitido>,349,42
2019-10-16,12:07:00,x7, <Multimedia omitido>,349,42
2019-10-16,12:08:00,x5, en un tiro se ve todo ,350,42
2019-10-16,12:09:00,x10, <Multimedia omitido>,351,42
2019-10-16,12:12:00,x7, <Multimedia omitido>,354,42
2019-10-16,12:18:00,x10, <Multimedia omitido>,360,42
2019-10-16,12:52:00,x8, <Multimedia omitido>,394,42
2019-10-16,12:55:00,x4, jajajaaja,397,42
2019-10-16,12:55:00,x4, y si,397,42
2019-10-16,13:35:00,x5, weee no puedo ,437,42
2019-10-16,13:36:00,x8, Jajajaj,438,42
2019-10-16,13:38:00,x8, @5215513961458 que pedo con la despedida de soltera? No hubo?,440,42
2019-10-16,13:39:00,x5," ya vamos a comer, no?",441,42
2019-10-16,13:39:00,x8, Ya estamos comiendo jajaja,441,42
2019-10-16,13:39:00,x8, Bien vacío el 10,441,42
2019-10-16,13:39:00,x9, Ya fue pero fue sorpresa por eso no pide decirles 🤭 porque no sabía cuando era amigos perdón,441,42
2019-10-16,13:40:00,x8, Aaah,442,42
2019-10-16,13:40:00,x8, Qué triste,442,42
2019-10-16,13:40:00,x8, Jajajaja,442,42
2019-10-16,13:46:00,x9, Si jajajaja,448,42
2019-10-16,14:23:00,x7, <Multimedia omitido>,485,42
2019-10-16,14:38:00,x4, <Multimedia omitido>,500,42
2019-10-16,14:39:00,x9, La desastrosa existencia de un guerrero,501,42
2019-10-16,14:45:00,x8, La famosa leyenda de un soñador,507,42
2019-10-16,14:45:00,x8, ajale,507,42
2019-10-16,14:50:00,x2, La desastrosa anécdota de un guerrero,512,42
2019-10-16,21:41:00,x9, <Multimedia omitido>,923,42
2019-10-16,21:41:00,x8, Jajajajaj,923,42
2019-10-16,21:42:00,x9, <Multimedia omitido>,924,42
2019-10-16,22:22:00,x4, <Multimedia omitido>,964,42
2019-10-16,22:23:00,x10, <Multimedia omitido>,965,42
2019-10-16,22:24:00,x4, <Multimedia omitido>,966,42
2019-10-16,22:25:00,x9, <Multimedia omitido>,967,42
2019-10-16,23:12:00,x7, <Multimedia omitido>,1014,42
2019-10-16,23:12:00,x7, 😢,1014,42
2019-10-16,23:16:00,x8, Ah noma,1018,42
2019-10-16,23:24:00,x4, 😿,1026,42
2019-10-17,13:07:00,x5, a qué hora comeremos?,409,42
2019-10-17,13:10:00,x2, A la hora que digan,412,42
2019-10-17,13:11:00,x5, una y merri?,413,42
2019-10-17,13:11:00,x2, Bax,413,42
2019-10-17,13:12:00,x5, vavava,414,42
2019-10-17,13:12:00,x8, yastan,414,42
2019-10-17,13:35:00,x11, Ya bajaron? 🤔,437,42
2019-10-17,13:36:00,x8, Chi,438,42
2019-10-17,13:36:00,x8, Estamos en el 10,438,42
2019-10-17,13:36:00,x11," va, ahorita los veo",438,42
2019-10-17,13:40:00,x5, Vavava,442,42
2019-10-17,17:01:00,x5," traigo la nave, jalan?",643,42
2019-10-17,17:02:00,x8," yo no bb, viene mi hermana",644,42
2019-10-17,17:02:00,x2," Va, va",644,42
2019-10-17,17:02:00,x7, Yo tampoco,644,42
2019-10-17,17:02:00,x2, A donde va?,644,42
2019-10-17,17:03:00,x4, yopo,645,42
2019-10-17,17:04:00,x5, vava,646,42
2019-10-17,17:04:00,x2, Pero tienes que ir como en tu interpretación de la comida 🤣,646,42
2019-10-17,17:04:00,x5, pues amm a observatorio,646,42
2019-10-17,17:04:00,x2, Va va,646,42
2019-10-17,17:04:00,x2, Jeje,646,42
2019-10-18,10:57:00,x7, <Multimedia omitido>,279,42
2019-10-18,10:57:00,x7, Te he fallado abuelo,279,42
2019-10-18,10:57:00,x7, <Multimedia omitido>,279,42
2019-10-18,11:01:00,x8, jajajaj,283,42
2019-10-18,11:01:00,x8, pinche papi,283,42
2019-10-18,14:43:00,x7, <Multimedia omitido>,505,42
2019-10-18,14:44:00,x2, Jejejeje,506,42
2019-10-18,14:44:00,x8, jajajaja,506,42
2019-10-18,14:46:00,x4, jajaja el paps,508,42
2019-10-19,15:10:00,x7, A qué hora es la misa?,532,42
2019-10-19,15:10:00,x7, <Multimedia omitido>,532,42
2019-10-19,15:10:00,x2, 5,532,42
2019-10-19,15:11:00,x7, Dónde?,533,42
2019-10-19,15:11:00,x7, <Multimedia omitido>,533,42
2019-10-19,15:11:00,x2, 🤦🏾‍♂,533,42
2019-10-19,15:11:00,x2," No ma papi, ya tenías que estar ahí",533,42
2019-10-19,15:11:00,x4, Jajajaja,533,42
2019-10-19,15:11:00,x2," Parroquia de la divina providencia en Eje sur 7 y parroquia, Colonia del valle",533,42
2019-10-19,15:11:00,x2," Y el salón es calz. De Tlalpan 1721, San Diego Churubusco",533,42
2019-10-19,15:12:00,x7, Gracias,534,42
2019-10-19,15:12:00,x2, No hay de que ....... con todo papi.....te estaremos apoyando,534,42
2019-10-19,15:12:00,x2, <Multimedia omitido>,534,42
2019-10-19,15:12:00,x7, <Multimedia omitido>,534,42
2019-10-19,15:12:00,x7, <Multimedia omitido>,534,42
2019-10-19,15:23:00,x6, 5,545,42
2019-10-19,15:32:00,x8, Pues quedamos que todos nos veíamos a las 5,554,42
2019-10-19,15:33:00,x8, Ne memes,555,42
2019-10-19,15:35:00,x2, Pues para que te vas de vacaciones jejeje,557,42
2019-10-19,17:11:00,x4, Ya voy en camino,653,42
2019-10-19,17:11:00,x9, Yo también 🙌🏻,653,42
2019-10-19,17:18:00,x7, Ya me voy a bañar,660,42
2019-10-19,17:18:00,x7, <Multimedia omitido>,660,42
2019-10-19,17:19:00,x8, Ne memes,661,42
2019-10-19,17:22:00,x2, Alguien ya llegó?,664,42
2019-10-19,17:24:00,x8, Yo acabo de llegar,666,42
2019-10-19,17:25:00,x4, Yo estoy a 20 min,667,42
2019-10-19,17:41:00,x4, Donde están?,683,42
2019-10-19,17:42:00,x8, Adentro,684,42
2019-10-19,17:42:00,x4, Pero aún no llega Ingrid verdad,684,42
2019-10-19,17:42:00,x4, 😖,684,42
2019-10-19,17:43:00,x8, Ya va a entrar we,685,42
2019-10-19,17:44:00,x4, Khaaa hahaha,686,42
2019-10-19,17:44:00,x2, <Multimedia omitido>,686,42
2019-10-19,18:39:00,x7, Dónde es la fiesta?,741,42
2019-10-19,18:39:00,x7, <Multimedia omitido>,741,42
2019-10-19,20:02:00,x7, <Multimedia omitido>,824,42
2019-10-19,20:04:00,x8, Cámara papi,826,42
2019-10-19,20:04:00,x8, Te necesito al 100,826,42
2019-10-19,20:05:00,x7, Pues ni pasan la dirección,827,42
2019-10-19,20:05:00,x7, <Multimedia omitido>,827,42
2019-10-19,20:05:00,x4, Aquí está 😒,827,42
2019-10-19,20:05:00,x10, .,827,42
2019-10-19,20:05:00,x8, X3,827,42
2019-10-19,20:05:00,x7, Jaja nmms,827,42
2019-10-19,20:06:00,x7, Creí que ahí era la misa,828,42
2019-10-19,20:06:00,x8, Vienen las dos,828,42
2019-10-19,20:06:00,x4, Tiene espacio 😒😒,828,42
2019-10-19,20:06:00,x8, Hay que leer papi,828,42
2019-10-19,20:06:00,x7, Ah chinga,828,42
2019-10-19,20:06:00,x7, Jajaja,828,42
2019-10-19,20:06:00,x10, Dónde está esa comprensión lectora,828,42
2019-10-19,20:06:00,x7, Jajaja,828,42
2019-10-19,20:06:00,x10, Ya llegaron?,828,42
2019-10-19,21:31:00,x7, <Multimedia omitido>,913,42
2019-10-20,14:48:00,x2, <Multimedia omitido>,510,42
2019-10-20,14:48:00,x2, <Multimedia omitido>,510,42
2019-10-20,14:48:00,x2, <Multimedia omitido>,510,42
2019-10-20,14:48:00,x2, <Multimedia omitido>,510,42
2019-10-20,14:48:00,x2, <Multimedia omitido>,510,42
2019-10-20,14:48:00,x2, <Multimedia omitido>,510,42
2019-10-20,14:48:00,x2, <Multimedia omitido>,510,42
2019-10-20,14:48:00,x2, <Multimedia omitido>,510,42
2019-10-20,14:48:00,x2, <Multimedia omitido>,510,42
2019-10-20,14:48:00,x2, <Multimedia omitido>,510,42
2019-10-20,14:48:00,x2, <Multimedia omitido>,510,42
2019-10-20,14:48:00,x2, <Multimedia omitido>,510,42
2019-10-20,14:48:00,x2, <Multimedia omitido>,510,42
2019-10-20,14:48:00,x2, <Multimedia omitido>,510,42
2019-10-20,14:48:00,x2, <Multimedia omitido>,510,42
2019-10-20,14:48:00,x2, <Multimedia omitido>,510,42
2019-10-20,14:48:00,x2, <Multimedia omitido>,510,42
2019-10-20,14:48:00,x2, <Multimedia omitido>,510,42
2019-10-20,14:48:00,x2, <Multimedia omitido>,510,42
2019-10-20,14:48:00,x2, <Multimedia omitido>,510,42
2019-10-20,14:48:00,x2, <Multimedia omitido>,510,42
2019-10-20,14:48:00,x2, <Multimedia omitido>,510,42
2019-10-20,14:48:00,x2, <Multimedia omitido>,510,42
2019-10-20,14:48:00,x2, <Multimedia omitido>,510,42
2019-10-20,14:48:00,x2, <Multimedia omitido>,510,42
2019-10-20,14:48:00,x2, <Multimedia omitido>,510,42
2019-10-20,14:48:00,x2, <Multimedia omitido>,510,42
2019-10-20,14:48:00,x2, <Multimedia omitido>,510,42
2019-10-20,14:48:00,x2, <Multimedia omitido>,510,42
2019-10-20,14:48:00,x2, <Multimedia omitido>,510,42
2019-10-20,14:48:00,x2, <Multimedia omitido>,510,42
2019-10-20,14:48:00,x2, <Multimedia omitido>,510,42
2019-10-20,14:48:00,x2, <Multimedia omitido>,510,42
2019-10-20,14:50:00,x2, En las selfies vean la historia de como poco a poco se va acercando Ingrid jeje,512,42
2019-10-20,14:50:00,x4, Jajajajaja si!,512,42
2019-10-20,14:51:00,x8, Jajajjajja,513,42
2019-10-20,14:54:00,x2," Amigos una pregunta, lo de moshi moshi, lo divido en partes iguales?",516,42
2019-10-20,14:55:00,x8, Como tú nos digas amigo,517,42
2019-10-20,15:04:00,x9, Jajajajaja,526,42
2019-10-20,15:05:00,x9," Gracias por las fotos, por ir y por todo en general, me dio gusto que nos acompañaran y espero que la hayas pasado bien",527,42
2019-10-20,15:19:00,x2," Gracias a ti por invitarnos y dejarnos ser parte de este día, la pasamos muy bien y más el papi 😅",541,42
2019-10-20,15:24:00,x7, <Multimedia omitido>,546,42
2019-10-20,15:27:00,x2," Bueno y otra pregunta, quieren que incluya a Hugo en la división de la cuenta? 👀",549,42
2019-10-20,15:28:00,x6," Creo q lo más lógico es dividirlo entre todos y los q llevábamos pareja paguemos doble, es mi opinión",550,42
2019-10-20,15:40:00,x2, Ok,562,42
2019-10-20,15:40:00,x2," Aaaa me faltaron los vídeos, ahí van",562,42
2019-10-20,15:42:00,x2, <Multimedia omitido>,564,42
2019-10-20,15:43:00,x11, 💜,565,42
2019-10-20,15:44:00,x2, <Multimedia omitido>,566,42
2019-10-20,15:45:00,x11, <Multimedia omitido>,567,42
2019-10-20,15:45:00,x2, <Multimedia omitido>,567,42
2019-10-20,15:45:00,x11, Yo aquí poniendo un billete a Ingrid y diciéndole ,567,42
2019-10-20,16:16:00,x2," Pues bueno, el total de ayer fue $2,464, dividido entre los 9 que íbamos nos toca de a $273.7777777 jejeje",598,42
2019-10-20,16:21:00,x9, 😁😁😁,603,42
2019-10-20,22:19:00,x8, Me pasas tu cuenta para hacerte transferencia plox,961,42
2019-10-21,11:55:00,x2, El número es,337,43
2019-10-21,11:55:00,x10, Gracias,337,43
2019-10-21,11:55:00,x2, Jejeje,337,43
2019-10-21,13:07:00,x4, amigos!  se comera a la 1,409,43
2019-10-21,13:13:00,x6, Afirmativo,415,43
2019-10-21,13:59:00,x4, Por cierto @5215513961458  nos debes una botella a la amiga de Hugo y a mi jajajaja,461,43
2019-10-21,14:01:00,x9, Jajajajaja es verdad pero a cambio mañana les mando kit anticruda a todos aunque vayan retrasados y sean niñas también 😅😅,463,43
2019-10-21,14:33:00,x2, Jejejeje,495,43
2019-10-21,14:34:00,x4, <Multimedia omitido>,496,43
2019-10-22,08:27:00,x8, es Santander amigo?,129,43
2019-10-22,08:28:00,x2, Así es,130,43
2019-10-22,08:28:00,x8, va,130,43
2019-10-22,08:30:00,x8," no me deja con ese número, tienes el numero de tarjeta?",132,43
2019-10-22,08:32:00,x2, 5579 1002 3907 0046,134,43
2019-10-22,08:35:00,x8, yastas,137,43
2019-10-22,08:35:00,x2, Bax,137,43
2019-10-22,09:12:00,x4, alguien de ustedes vendra a diageo?,174,43
2019-10-22,09:12:00,x4, digo a AC? ajajaja,174,43
2019-10-22,09:13:00,x6, Analytics estará en AC,175,43
2019-10-22,09:13:00,x4, ahhh,175,43
2019-10-22,09:13:00,x4, va va va,175,43
2019-10-22,09:14:00,x5, yo no,176,43
2019-10-22,09:14:00,x5, 🤓,176,43
2019-10-22,09:14:00,x4, <Multimedia omitido>,176,43
2019-10-22,09:16:00,x5, <Multimedia omitido>,178,43
2019-10-22,09:17:00,x4, Ahora si hay café lalito,179,43
2019-10-22,09:17:00,x5, del círculo k?,179,43
2019-10-22,09:22:00,x4, Simón,184,43
2019-10-22,09:22:00,x5, 😕,184,43
2019-10-22,09:44:00,x11," Yo, pero más tarde. Estoy en junta",206,43
2019-10-22,09:44:00,x11, 😬,206,43
2019-10-22,13:43:00,x7, Alguien quiere?,445,43
2019-10-22,13:43:00,x7, <Multimedia omitido>,445,43
2019-10-22,13:44:00,x4, Pinché Ro!,446,43
2019-10-22,13:44:00,x4, Tráeme uno de cecina jajaja,446,43
2019-10-22,13:44:00,x8," no we, me muero",446,43
2019-10-22,13:44:00,x5, 🥺🐷,446,43
2019-10-22,13:44:00,x2, Eso no se hace papi,446,43
2019-10-22,13:44:00,x8, jajajaj,446,43
2019-10-22,13:44:00,x5, <Multimedia omitido>,446,43
2019-10-22,13:44:00,x9, X2,446,43
2019-10-22,13:44:00,x2," Eso es traición, pero va va va",446,43
2019-10-22,13:46:00,x9, <Multimedia omitido>,448,43
2019-10-22,13:46:00,x11, X3,448,43
2019-10-22,17:13:00,x4, pasan por mii,655,43
2019-10-22,17:13:00,x4, ,655,43
2019-10-22,17:13:00,x9, A donde,655,43
2019-10-22,17:13:00,x4, pos a la pecera,655,43
2019-10-22,17:14:00,x4, weno los veo en recep,656,43
2019-10-22,17:14:00,x9, Ah si ahorita pasamos,656,43
2019-10-22,17:15:00,x11, Dónde estás?,657,43
2019-10-22,17:16:00,x4, La pecera,658,43
2019-10-22,17:16:00,x4, Ya voy a recepción,658,43
2019-10-22,17:17:00,x4, Ah no ma se fueron?😪,659,43
2019-10-22,17:18:00,x9, No,660,43
2019-10-22,17:18:00,x7, No,660,43
2019-10-22,17:18:00,x4, Ja ya estoy en la calle,660,43
2019-10-22,17:18:00,x9, <Multimedia omitido>,660,43
2019-10-22,17:22:00,x8, Jajajajajajajaj,664,43
2019-10-22,17:26:00,x4, <Multimedia omitido>,668,43
2019-10-22,23:40:00,x8," Amigos, mi cumpleaños número 28 se festejará de la siguiente manera ",1042,43
2019-10-22,23:40:00,x8," Jueves 24, bailar hasta morir en mamá rumba",1042,43
2019-10-22,23:40:00,x8," Viernes 25, iniciamos en Carmelo y terminamos donde el destino nos lleve",1042,43
2019-10-22,23:40:00,x8, Jalan o queso?,1042,43
2019-10-22,23:41:00,x9, Yo no voy a estar pero pásala muy bien,1043,43
2019-10-22,23:42:00,x8, 🥺,1044,43
2019-10-22,23:49:00,x7, Jaloooooweeen,1051,43
2019-10-22,23:49:00,x7, Si no hay papas casadas jalo,1051,43
2019-10-22,23:49:00,x9, 🤦🏼‍♀tampoco es que eso te importe mucho eeeh 🤭,1051,43
2019-10-22,23:52:00,x8, Jajjaja,1054,43
2019-10-22,23:58:00,x6, 😫 el jueves ya no estoy acá,1060,43
2019-10-23,06:42:00,x8, Esperando este mensaje,24,43
2019-10-23,14:18:00,x7, <Multimedia omitido>,480,43
2019-10-23,14:19:00,x6, Quedamos pocos!!,481,43
2019-10-23,14:19:00,x8, Esperando este mensaje,481,43
2019-10-23,14:20:00,x5, <Multimedia omitido>,482,43
2019-10-23,14:22:00,x9, X2,484,43
